starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 18 18:51:05 2014	1416316865	31	85	116	85
Tue Nov 18 18:51:05 2014	1416316865	31	85	117	85
Tue Nov 18 18:51:05 2014	1416316865	40	83	123	82
Tue Nov 18 18:51:05 2014	1416316865	40	83	123	83
Tue Nov 18 18:51:05 2014	1416316865	31	94	125	94
Tue Nov 18 18:51:05 2014	1416316865	32	94	125	86
Tue Nov 18 18:51:05 2014	1416316865	46	80	126	75
Tue Nov 18 18:51:06 2014	1416316866	53	75	128	75
Tue Nov 18 18:51:06 2014	1416316866	53	75	128	75
Tue Nov 18 18:51:05 2014	1416316865	46	82	128	82
Tue Nov 18 18:51:05 2014	1416316865	28	101	129	101
Tue Nov 18 18:51:05 2014	1416316865	28	101	129	101
Tue Nov 18 18:51:06 2014	1416316866	58	72	130	72
Tue Nov 18 18:51:06 2014	1416316866	53	78	131	75
Tue Nov 18 18:51:06 2014	1416316866	9	122	131	122
Tue Nov 18 18:51:06 2014	1416316866	12	120	133	120
Tue Nov 18 18:51:06 2014	1416316866	52	81	133	81
Tue Nov 18 18:51:06 2014	1416316866	13	120	133	120
Tue Nov 18 18:51:06 2014	1416316866	12	121	133	121
Tue Nov 18 18:51:06 2014	1416316866	56	78	134	78
Tue Nov 18 18:51:06 2014	1416316866	56	78	134	78
Tue Nov 18 18:51:05 2014	1416316865	62	73	135	73
Tue Nov 18 18:51:05 2014	1416316865	62	73	135	73
Tue Nov 18 18:51:05 2014	1416316865	61	73	135	73
Tue Nov 18 18:51:05 2014	1416316865	62	73	135	73
Tue Nov 18 18:51:05 2014	1416316865	62	73	135	73
Tue Nov 18 18:51:06 2014	1416316866	11	124	135	122
Tue Nov 18 18:51:06 2014	1416316866	9	126	136	126
Tue Nov 18 18:51:06 2014	1416316866	10	126	136	126
Tue Nov 18 18:51:06 2014	1416316866	10	126	136	125
Tue Nov 18 18:51:05 2014	1416316865	64	72	136	72
Tue Nov 18 18:51:05 2014	1416316865	24	114	138	114
Tue Nov 18 18:51:05 2014	1416316865	25	114	138	113
Tue Nov 18 18:51:05 2014	1416316865	22	116	139	116
Tue Nov 18 18:51:05 2014	1416316865	22	116	139	116
Tue Nov 18 18:51:05 2014	1416316865	22	117	139	117
Tue Nov 18 18:51:05 2014	1416316865	23	116	139	116
Tue Nov 18 18:51:05 2014	1416316865	22	117	139	116
Tue Nov 18 18:51:06 2014	1416316866	10	129	139	129
Tue Nov 18 18:51:05 2014	1416316865	65	75	139	75
Tue Nov 18 18:51:05 2014	1416316865	65	75	140	75
Tue Nov 18 18:51:06 2014	1416316866	46	93	140	93
Tue Nov 18 18:51:06 2014	1416316866	46	93	140	93
Tue Nov 18 18:51:06 2014	1416316866	46	94	140	93
Tue Nov 18 18:51:05 2014	1416316865	65	75	140	75
Tue Nov 18 18:51:05 2014	1416316865	65	75	140	75
Tue Nov 18 18:51:05 2014	1416316865	25	115	140	115
Tue Nov 18 18:51:05 2014	1416316865	26	115	140	115
Tue Nov 18 18:51:05 2014	1416316865	25	115	140	115
Tue Nov 18 18:51:05 2014	1416316865	65	76	140	76
Tue Nov 18 18:51:05 2014	1416316865	66	75	141	75
Tue Nov 18 18:51:05 2014	1416316865	24	117	141	117
Tue Nov 18 18:51:05 2014	1416316865	60	81	141	81
Tue Nov 18 18:51:05 2014	1416316865	24	117	141	117
Tue Nov 18 18:51:05 2014	1416316865	24	117	141	114
Tue Nov 18 18:51:06 2014	1416316866	28	114	142	114
Tue Nov 18 18:51:06 2014	1416316866	28	114	142	114
Tue Nov 18 18:51:06 2014	1416316866	31	111	142	111
Tue Nov 18 18:51:06 2014	1416316866	31	111	142	111
Tue Nov 18 18:51:05 2014	1416316865	28	115	143	115
Tue Nov 18 18:51:05 2014	1416316865	28	115	143	115
Tue Nov 18 18:51:05 2014	1416316865	27	116	143	101
Tue Nov 18 18:51:06 2014	1416316866	42	101	143	101
Tue Nov 18 18:51:05 2014	1416316865	22	122	144	122
Tue Nov 18 18:51:06 2014	1416316866	49	96	144	95
Tue Nov 18 18:51:06 2014	1416316866	49	95	144	95
Tue Nov 18 18:51:06 2014	1416316866	44	100	144	100
Tue Nov 18 18:51:06 2014	1416316866	49	95	144	95
Tue Nov 18 18:51:06 2014	1416316866	46	98	144	98
Tue Nov 18 18:51:06 2014	1416316866	31	113	144	111
Tue Nov 18 18:51:05 2014	1416316865	23	122	144	116
Tue Nov 18 18:51:05 2014	1416316865	22	122	144	122
Tue Nov 18 18:51:06 2014	1416316866	43	101	145	101
Tue Nov 18 18:51:06 2014	1416316866	48	96	145	96
Tue Nov 18 18:51:06 2014	1416316866	42	103	145	101
Tue Nov 18 18:51:06 2014	1416316866	50	94	145	94
Tue Nov 18 18:51:06 2014	1416316866	50	94	145	94
Tue Nov 18 18:51:06 2014	1416316866	42	103	145	103
Tue Nov 18 18:51:06 2014	1416316866	51	94	145	93
Tue Nov 18 18:51:06 2014	1416316866	43	102	145	102
Tue Nov 18 18:51:06 2014	1416316866	46	100	145	99
Tue Nov 18 18:51:06 2014	1416316866	49	97	145	97
Tue Nov 18 18:51:06 2014	1416316866	48	98	146	98
Tue Nov 18 18:51:06 2014	1416316866	48	98	146	98
Tue Nov 18 18:51:06 2014	1416316866	42	104	146	104
Tue Nov 18 18:51:06 2014	1416316866	46	100	146	100
Tue Nov 18 18:51:05 2014	1416316865	65	81	146	81
Tue Nov 18 18:51:06 2014	1416316866	45	102	147	101
Tue Nov 18 18:51:06 2014	1416316866	46	101	147	101
Tue Nov 18 18:51:06 2014	1416316866	41	106	148	106
Tue Nov 18 18:51:06 2014	1416316866	46	102	148	101
Tue Nov 18 18:51:06 2014	1416316866	49	99	148	98
Tue Nov 18 18:51:06 2014	1416316866	32	117	148	112
Tue Nov 18 18:51:06 2014	1416316866	32	117	148	117
Tue Nov 18 18:51:06 2014	1416316866	49	100	149	100
Tue Nov 18 18:51:06 2014	1416316866	46	103	149	103
Tue Nov 18 18:51:06 2014	1416316866	46	103	149	103
Tue Nov 18 18:51:06 2014	1416316866	48	101	149	101
Tue Nov 18 18:51:06 2014	1416316866	48	101	149	98
Tue Nov 18 18:51:06 2014	1416316866	49	100	149	100
Tue Nov 18 18:51:06 2014	1416316866	49	100	149	100
Tue Nov 18 18:51:06 2014	1416316866	41	108	149	108
Tue Nov 18 18:51:06 2014	1416316866	52	97	149	97
Tue Nov 18 18:51:06 2014	1416316866	46	104	149	103
Tue Nov 18 18:51:06 2014	1416316866	41	108	149	108
Tue Nov 18 18:51:06 2014	1416316866	46	103	149	103
Tue Nov 18 18:51:06 2014	1416316866	47	103	149	103
Tue Nov 18 18:51:06 2014	1416316866	47	103	150	103
Tue Nov 18 18:51:06 2014	1416316866	50	99	150	99
Tue Nov 18 18:51:06 2014	1416316866	50	99	150	99
Tue Nov 18 18:51:06 2014	1416316866	51	99	150	99
Tue Nov 18 18:51:06 2014	1416316866	46	103	150	103
Tue Nov 18 18:51:06 2014	1416316866	47	103	150	103
Tue Nov 18 18:51:06 2014	1416316866	51	99	150	99
Tue Nov 18 18:51:06 2014	1416316866	53	97	150	97
Tue Nov 18 18:51:06 2014	1416316866	53	98	150	97
Tue Nov 18 18:51:06 2014	1416316866	57	93	150	93
Tue Nov 18 18:51:06 2014	1416316866	55	95	151	95
Tue Nov 18 18:51:06 2014	1416316866	45	105	151	105
Tue Nov 18 18:51:06 2014	1416316866	52	98	151	98
Tue Nov 18 18:51:06 2014	1416316866	54	97	151	96
Tue Nov 18 18:51:06 2014	1416316866	30	122	151	121
Tue Nov 18 18:51:06 2014	1416316866	51	100	151	100
Tue Nov 18 18:51:06 2014	1416316866	31	120	151	120
Tue Nov 18 18:51:06 2014	1416316866	32	120	151	120
Tue Nov 18 18:51:06 2014	1416316866	32	119	151	117
Tue Nov 18 18:51:06 2014	1416316866	52	99	151	99
Tue Nov 18 18:51:06 2014	1416316866	29	123	152	121
Tue Nov 18 18:51:06 2014	1416316866	47	105	152	105
Tue Nov 18 18:51:06 2014	1416316866	48	105	153	105
Tue Nov 18 18:51:06 2014	1416316866	51	102	153	102
Tue Nov 18 18:51:06 2014	1416316866	52	101	153	101
Tue Nov 18 18:51:06 2014	1416316866	53	99	153	99
Tue Nov 18 18:51:06 2014	1416316866	32	121	153	120
Tue Nov 18 18:51:06 2014	1416316866	38	116	154	116
Tue Nov 18 18:51:06 2014	1416316866	38	116	154	116
Tue Nov 18 18:51:06 2014	1416316866	48	106	154	106
Tue Nov 18 18:51:06 2014	1416316866	26	128	154	128
Tue Nov 18 18:51:06 2014	1416316866	49	105	154	103
Tue Nov 18 18:51:06 2014	1416316866	33	121	154	121
Tue Nov 18 18:51:06 2014	1416316866	31	123	154	123
Tue Nov 18 18:51:05 2014	1416316865	37	118	155	118
Tue Nov 18 18:51:06 2014	1416316866	25	130	155	130
Tue Nov 18 18:51:06 2014	1416316866	40	115	155	115
Tue Nov 18 18:51:06 2014	1416316866	20	136	155	136
Tue Nov 18 18:51:06 2014	1416316866	40	116	156	116
Tue Nov 18 18:51:06 2014	1416316866	48	108	156	106
Tue Nov 18 18:51:06 2014	1416316866	47	109	156	109
Tue Nov 18 18:51:06 2014	1416316866	46	110	156	110
Tue Nov 18 18:51:06 2014	1416316866	40	116	156	116
Tue Nov 18 18:51:06 2014	1416316866	46	110	156	110
Tue Nov 18 18:51:06 2014	1416316866	26	130	156	130
Tue Nov 18 18:51:06 2014	1416316866	22	135	157	135
Tue Nov 18 18:51:06 2014	1416316866	6	151	157	150
Tue Nov 18 18:51:06 2014	1416316866	29	128	157	128
Tue Nov 18 18:51:06 2014	1416316866	28	129	157	129
Tue Nov 18 18:51:06 2014	1416316866	6	151	157	151
Tue Nov 18 18:51:06 2014	1416316866	25	132	157	132
Tue Nov 18 18:51:06 2014	1416316866	25	132	157	132
Tue Nov 18 18:51:06 2014	1416316866	8	149	157	149
Tue Nov 18 18:51:06 2014	1416316866	7	150	157	150
Tue Nov 18 18:51:06 2014	1416316866	47	110	157	109
Tue Nov 18 18:51:06 2014	1416316866	7	150	157	150
Tue Nov 18 18:51:06 2014	1416316866	47	110	157	110
Tue Nov 18 18:51:06 2014	1416316866	5	152	157	152
Tue Nov 18 18:51:06 2014	1416316866	48	110	158	110
Tue Nov 18 18:51:06 2014	1416316866	42	116	158	116
Tue Nov 18 18:51:06 2014	1416316866	9	149	158	149
Tue Nov 18 18:51:06 2014	1416316866	23	135	158	135
Tue Nov 18 18:51:06 2014	1416316866	7	151	158	151
Tue Nov 18 18:51:06 2014	1416316866	7	151	158	151
Tue Nov 18 18:51:06 2014	1416316866	7	151	158	151
Tue Nov 18 18:51:05 2014	1416316865	73	85	158	85
Tue Nov 18 18:51:05 2014	1416316865	78	80	158	80
Tue Nov 18 18:51:06 2014	1416316866	18	140	158	137
Tue Nov 18 18:51:06 2014	1416316866	29	130	158	130
Tue Nov 18 18:51:06 2014	1416316866	25	133	158	133
Tue Nov 18 18:51:06 2014	1416316866	13	145	158	143
Tue Nov 18 18:51:06 2014	1416316866	8	150	158	150
Tue Nov 18 18:51:06 2014	1416316866	29	129	159	129
Tue Nov 18 18:51:06 2014	1416316866	9	150	159	150
Tue Nov 18 18:51:06 2014	1416316866	30	129	159	129
Tue Nov 18 18:51:06 2014	1416316866	30	129	159	129
Tue Nov 18 18:51:06 2014	1416316866	7	152	159	152
Tue Nov 18 18:51:05 2014	1416316865	79	81	159	80
Tue Nov 18 18:51:05 2014	1416316865	85	74	159	74
Tue Nov 18 18:51:06 2014	1416316866	16	143	159	143
Tue Nov 18 18:51:06 2014	1416316866	10	149	159	149
Tue Nov 18 18:51:06 2014	1416316866	12	147	159	147
Tue Nov 18 18:51:06 2014	1416316866	14	145	160	145
Tue Nov 18 18:51:06 2014	1416316866	42	118	160	117
Tue Nov 18 18:51:05 2014	1416316865	41	119	160	119
Tue Nov 18 18:51:06 2014	1416316866	6	154	160	153
Tue Nov 18 18:51:06 2014	1416316866	8	152	160	152
Tue Nov 18 18:51:06 2014	1416316866	7	153	160	153
Tue Nov 18 18:51:06 2014	1416316866	5	155	160	152
Tue Nov 18 18:51:06 2014	1416316866	6	154	160	154
Tue Nov 18 18:51:06 2014	1416316866	6	154	161	154
Tue Nov 18 18:51:06 2014	1416316866	6	154	161	154
Tue Nov 18 18:51:06 2014	1416316866	5	156	161	155
Tue Nov 18 18:51:05 2014	1416316865	41	120	162	112
Tue Nov 18 18:51:06 2014	1416316866	6	155	162	155
Tue Nov 18 18:51:05 2014	1416316865	78	84	162	84
Tue Nov 18 18:51:06 2014	1416316866	10	152	162	151
Tue Nov 18 18:51:05 2014	1416316865	78	84	162	84
Tue Nov 18 18:51:06 2014	1416316866	7	155	162	155
Tue Nov 18 18:51:06 2014	1416316866	10	153	162	153
Tue Nov 18 18:51:06 2014	1416316866	66	97	163	97
Tue Nov 18 18:51:06 2014	1416316866	10	153	163	153
Tue Nov 18 18:51:06 2014	1416316866	46	117	163	117
Tue Nov 18 18:51:06 2014	1416316866	8	155	163	155
Tue Nov 18 18:51:06 2014	1416316866	10	153	163	153
Tue Nov 18 18:51:06 2014	1416316866	10	153	163	153
Tue Nov 18 18:51:05 2014	1416316865	73	91	163	91
Tue Nov 18 18:51:05 2014	1416316865	73	91	164	91
Tue Nov 18 18:51:05 2014	1416316865	81	83	164	82
Tue Nov 18 18:51:05 2014	1416316865	81	83	164	83
Tue Nov 18 18:51:06 2014	1416316866	12	153	164	152
Tue Nov 18 18:51:06 2014	1416316866	7	157	164	157
Tue Nov 18 18:51:05 2014	1416316865	82	83	164	83
Tue Nov 18 18:51:06 2014	1416316866	47	117	164	117
Tue Nov 18 18:51:05 2014	1416316865	82	83	164	83
Tue Nov 18 18:51:06 2014	1416316866	7	157	164	157
Tue Nov 18 18:51:05 2014	1416316865	76	89	164	89
Tue Nov 18 18:51:06 2014	1416316866	14	151	164	150
Tue Nov 18 18:51:06 2014	1416316866	14	151	164	150
Tue Nov 18 18:51:05 2014	1416316865	76	89	164	89
Tue Nov 18 18:51:05 2014	1416316865	82	82	164	82
Tue Nov 18 18:51:06 2014	1416316866	7	157	164	157
Tue Nov 18 18:51:05 2014	1416316865	81	84	165	84
Tue Nov 18 18:51:05 2014	1416316865	77	88	165	88
Tue Nov 18 18:51:05 2014	1416316865	96	70	166	70
Tue Nov 18 18:51:05 2014	1416316865	96	70	166	70
Tue Nov 18 18:51:06 2014	1416316866	15	151	166	150
Tue Nov 18 18:51:06 2014	1416316866	10	156	166	156
Tue Nov 18 18:51:06 2014	1416316866	47	119	166	119
Tue Nov 18 18:51:05 2014	1416316865	73	94	166	93
Tue Nov 18 18:51:05 2014	1416316865	99	67	166	67
Tue Nov 18 18:51:05 2014	1416316865	99	67	166	66
Tue Nov 18 18:51:05 2014	1416316865	81	86	167	86
Tue Nov 18 18:51:05 2014	1416316865	81	86	167	86
Tue Nov 18 18:51:05 2014	1416316865	81	86	167	86
Tue Nov 18 18:51:06 2014	1416316866	14	153	167	153
Tue Nov 18 18:51:05 2014	1416316865	82	85	167	85
Tue Nov 18 18:51:05 2014	1416316865	81	86	167	85
Tue Nov 18 18:51:05 2014	1416316865	94	73	167	73
Tue Nov 18 18:51:05 2014	1416316865	95	73	168	73
Tue Nov 18 18:51:05 2014	1416316865	95	73	168	73
Tue Nov 18 18:51:05 2014	1416316865	75	92	168	89
Tue Nov 18 18:51:05 2014	1416316865	93	74	168	74
Tue Nov 18 18:51:05 2014	1416316865	93	74	168	74
Tue Nov 18 18:51:05 2014	1416316865	93	74	168	74
Tue Nov 18 18:51:05 2014	1416316865	99	70	168	70
Tue Nov 18 18:51:06 2014	1416316866	10	158	168	158
Tue Nov 18 18:51:05 2014	1416316865	99	70	168	70
Tue Nov 18 18:51:06 2014	1416316866	15	153	168	153
Tue Nov 18 18:51:05 2014	1416316865	93	75	168	75
Tue Nov 18 18:51:05 2014	1416316865	99	70	169	70
Tue Nov 18 18:51:05 2014	1416316865	99	70	169	70
Tue Nov 18 18:51:06 2014	1416316866	10	158	169	158
Tue Nov 18 18:51:06 2014	1416316866	55	114	169	114
Tue Nov 18 18:51:06 2014	1416316866	55	114	169	114
Tue Nov 18 18:51:06 2014	1416316866	54	115	169	114
Tue Nov 18 18:51:05 2014	1416316865	95	74	169	74
Tue Nov 18 18:51:05 2014	1416316865	93	76	169	76
Tue Nov 18 18:51:06 2014	1416316866	47	122	169	119
Tue Nov 18 18:51:06 2014	1416316866	47	122	169	122
Tue Nov 18 18:51:05 2014	1416316865	95	74	169	74
Tue Nov 18 18:51:05 2014	1416316865	93	76	169	76
Tue Nov 18 18:51:06 2014	1416316866	3	166	169	166
Tue Nov 18 18:51:05 2014	1416316865	93	76	169	76
Tue Nov 18 18:51:06 2014	1416316866	4	166	169	166
Tue Nov 18 18:51:06 2014	1416316866	10	159	169	159
Tue Nov 18 18:51:06 2014	1416316866	55	114	169	114
Tue Nov 18 18:51:06 2014	1416316866	10	159	170	159
Tue Nov 18 18:51:06 2014	1416316866	8	162	170	162
Tue Nov 18 18:51:06 2014	1416316866	4	166	170	166
Tue Nov 18 18:51:06 2014	1416316866	19	151	170	150
Tue Nov 18 18:51:06 2014	1416316866	19	151	170	150
Tue Nov 18 18:51:06 2014	1416316866	17	153	170	153
Tue Nov 18 18:51:06 2014	1416316866	8	163	170	163
Tue Nov 18 18:51:06 2014	1416316866	8	163	171	163
Tue Nov 18 18:51:06 2014	1416316866	21	150	171	145
Tue Nov 18 18:51:06 2014	1416316866	7	164	171	164
Tue Nov 18 18:51:06 2014	1416316866	18	153	171	153
Tue Nov 18 18:51:06 2014	1416316866	17	154	172	154
Tue Nov 18 18:51:06 2014	1416316866	12	159	172	159
Tue Nov 18 18:51:06 2014	1416316866	6	165	172	165
Tue Nov 18 18:51:06 2014	1416316866	12	159	172	159
Tue Nov 18 18:51:06 2014	1416316866	18	154	173	154
Tue Nov 18 18:51:06 2014	1416316866	56	116	173	116
Tue Nov 18 18:51:06 2014	1416316866	5	168	173	168
Tue Nov 18 18:51:06 2014	1416316866	5	168	173	168
Tue Nov 18 18:51:05 2014	1416316865	84	89	173	89
Tue Nov 18 18:51:06 2014	1416316866	7	166	173	166
Tue Nov 18 18:51:05 2014	1416316865	85	89	173	89
Tue Nov 18 18:51:05 2014	1416316865	85	88	173	88
Tue Nov 18 18:51:05 2014	1416316865	85	89	173	89
Tue Nov 18 18:51:06 2014	1416316866	56	118	174	118
Tue Nov 18 18:51:06 2014	1416316866	5	169	174	169
Tue Nov 18 18:51:06 2014	1416316866	8	166	174	166
Tue Nov 18 18:51:06 2014	1416316866	6	167	174	167
Tue Nov 18 18:51:06 2014	1416316866	15	159	174	159
Tue Nov 18 18:51:06 2014	1416316866	9	165	174	165
Tue Nov 18 18:51:06 2014	1416316866	15	159	174	159
Tue Nov 18 18:51:05 2014	1416316865	99	75	174	75
Tue Nov 18 18:51:06 2014	1416316866	7	167	174	167
Tue Nov 18 18:51:06 2014	1416316866	19	156	175	156
Tue Nov 18 18:51:06 2014	1416316866	3	172	175	172
Tue Nov 18 18:51:05 2014	1416316865	88	88	175	79
Tue Nov 18 18:51:06 2014	1416316866	8	167	175	167
Tue Nov 18 18:51:06 2014	1416316866	8	167	175	167
Tue Nov 18 18:51:05 2014	1416316865	88	88	175	88
Tue Nov 18 18:51:05 2014	1416316865	87	88	175	88
Tue Nov 18 18:51:05 2014	1416316865	88	88	175	88
Tue Nov 18 18:51:06 2014	1416316866	20	156	176	156
Tue Nov 18 18:51:05 2014	1416316865	88	88	176	88
Tue Nov 18 18:51:06 2014	1416316866	7	168	176	168
Tue Nov 18 18:51:05 2014	1416316865	70	105	176	105
Tue Nov 18 18:51:06 2014	1416316866	7	169	176	169
Tue Nov 18 18:51:06 2014	1416316866	56	120	176	120
Tue Nov 18 18:51:06 2014	1416316866	57	119	177	119
Tue Nov 18 18:51:05 2014	1416316865	70	107	177	107
Tue Nov 18 18:51:05 2014	1416316865	72	105	177	105
Tue Nov 18 18:51:05 2014	1416316865	70	107	177	107
Tue Nov 18 18:51:06 2014	1416316866	108	70	178	70
Tue Nov 18 18:51:06 2014	1416316866	108	70	178	70
Tue Nov 18 18:51:06 2014	1416316866	4	174	178	174
Tue Nov 18 18:51:05 2014	1416316865	16	163	179	163
Tue Nov 18 18:51:06 2014	1416316866	8	171	179	171
Tue Nov 18 18:51:05 2014	1416316865	14	165	179	165
Tue Nov 18 18:51:05 2014	1416316865	14	165	179	165
Tue Nov 18 18:51:05 2014	1416316865	13	167	180	167
Tue Nov 18 18:51:05 2014	1416316865	14	165	180	165
Tue Nov 18 18:51:05 2014	1416316865	81	99	180	98
Tue Nov 18 18:51:05 2014	1416316865	81	99	180	98
